World Rank;University;Det.;Presence Rank*;Impact Rank*;Openness Rank*;Excellence Rank*
8693;Wright Institute;;19074;10043;6734;6033
8693;Ya'an Polytechnic College / 雅安职业技术学院;;7848;5445;11401;6033
8700;Universiti Tun Abdul Razak;;16584;11217;5218;6033
8700;Universidad del Pacífico Santiago de Chile;;9566;8211;11401;5580
8700;Zhejiang Yuying College of Vocational Technology / 浙江育英职业技术学院;;9566;5366;11401;6033
8700;Antioch College;;5955;7247;10718;6033
8700;Butler Community College;;8175;5439;11401;6033
8700;Central Mindanao University;;15151;12690;7580;5580
8700;Universidad Tecmilenio;;15574;11232;5335;6033
8700;Omdurman Islamic University;;1435;14415;11232;4768
8700;Pikes Peak Community College;;9268;5382;11401;6033
8700;Rajamangala University of Technology Tawan-Ok;;4641;5723;11401;6033
8700;Rose State College;;11653;5257;11401;6033
8700;Justice Institute of British Columbia;;7744;5464;11401;6033
8712;Santa Fe Community College NM;;9911;5358;11401;6033
8712;Shijiashuang Institute of Railway Technology / 石家庄铁路职业技术学院;;9833;5364;11401;6033
8712;Russian State University of Cinematography SA Gerasimov / Всероссийский государственный университет кинематографии С А Герасимова;;7809;5472;11401;6033
8712;Antioch University New England;;22495;4596;11401;6033
8712;Guangdong Baiyun University / 广东白云学院;;7782;5475;11401;6033
8712;Community College of Aurora;;10326;5337;11401;6033
8718;(3) Xi'an Technological University Northern College of Information Engineering / 西安工业大学北方信息工程学院;;13382;5185;11401;6033
8718;Capital Community College;;12805;5211;11401;6033
8718;Hocking College;;13289;5184;11401;6033
8718;Kogi State University;;19426;14090;5026;5580
8718;Shanghai Publishing and Printing College / 上海出版印刷高等专科学校;;9257;5398;11401;6033
8718;Odessa National Maritime University / Одеський Національний Морський Університет;;8406;12116;8834;5580
8718;Royal Academy of Dramatic Art;;7318;5517;11401;6033
8718;Rajagiri Group of Institutions;;15985;10107;7060;6033
8726;Universidad Europea Madrid;;15924;5045;11401;6033
8726;FON University / ФОН Универзитет;;4843;13365;7810;5580
8726;Hochschule für Medien Kommunikation und Wirtschaft;;7782;10024;7967;6033
8726;Centro Universitário de Anapolis UNIEVANGÉLICA;;5287;11852;5532;6033
8726;Vidzeme University College / Vidzemes Augstskola;;6007;5622;11401;6033
8726;Artevelde Hogeschool;;5926;5637;11401;6033
8726;Barefoot College;;19736;4823;11401;6033
8726;Universidade Estadual de Roraima;;5926;9605;8678;6033
8734;Polytechnic of Zagreb / Tehničko veleučilište u Zagrebu;;7832;11699;5473;6033
8734;Wuyi University / 武夷学院;;6559;5605;11401;6033
8734;Laney College;;7395;5533;11401;6033
8734;William Peace University;;15200;5100;11401;6033
8734;Hanoi Pedagogical University 2;;5819;12371;4729;6033
8734;(3) College of Humanities & Sciences Northeast Normal University / 东北师范大学人文学院;;6987;5573;11401;6033
8740;Ankang University / 安康学院;;8764;5455;11401;6033
8740;Njala University Sierra Leone;;3431;17956;4309;5288
8740;Pitt Community College;;9475;5953;11232;6033
8740;Program Pascasarjana Institut Agama Islam Ibrahimy;;14092;6864;10658;6033
8740;Ryazan State Medical University I P Pavlov / Рязанский Государственный Медицинский университет академика И П Павлова;;5081;9454;8998;6033
8740;Wulanchabu College / 乌兰察布职业学院;;14264;5164;11401;6033
8740;Jiangsu Vocational College of Information Technology / 江苏信息职业技术学院;;24600;4459;11401;6033
8747;Jiangsu Food & Pharmaceutical Science College / 江苏食品药品职业技术学院;;13077;5237;11401;6033
8747;Katholischen Pädagogischen Hochschuleinrichtung Kärnten in Klagenfurt;;2657;6091;11401;6033
8747;Reading Area Community College;;8524;5479;11401;6033
8747;Algebra University College;;2889;9893;8865;6033
8747;Xi'an Aeronautical Polytechnic Institute / 西安航空职业技术学院;;9992;5400;11401;6033
8747;Xingtai Medical College / 邢台医学高等专科学校;;10372;5387;11401;6033
8753;Xiamen City University / 厦门城市职业学院;;11634;5323;11401;6033
8753;Zhejiang Dongfang Vocational and Technical College / 浙江东方职业技术学院;;11709;5313;11401;6033
8753;Zhejiang Tongji Vocational College of Science & Technology / 浙江同济科技职业学院;;13945;5190;11401;6033
8753;Midland College;;7770;5535;11401;6033
8753;THIM hogeschool voor fysiotherapie;;18726;4904;11401;6033
8753;Universidad ISALUD;;14475;11706;11096;5064
8753;Bowen University;;14131;12157;4138;6033
8760;Arkansas Baptist College;;18308;4951;11401;6033
8760;Xuchang Vocational Technical College / 许昌职业技术学院;;12075;5309;11401;6033
8760;Madras School of Economics;;13289;12459;3798;6033
8760;Moscow State Technical University of Civil Aviation / Московский государственный технический университет гражданской авиации;;4173;5875;11401;6033
8760;National University of Bangladesh;;2468;6142;11401;6033
8760;Paul Quinn College;;17048;5027;11401;6033
8760;Fachhochschulen der Wirtschaft;;18029;8708;8855;6033
8767;Hebei College of Industry and Technology / 河北工业职业技术学院;;11466;5362;11401;6033
8767;(3) Industrial and Commercial College Hebei University / 河北大学工商学院;;12375;5295;11401;6033
8767;Wenhua College / 文华学院;;10520;5404;11401;6033
8767;Hutchinson Community College;;9117;5477;11401;6033
8767;Stark State College;;6210;5677;11401;6033
8767;Saint Lawrence College Brockville;;6405;5656;11401;6033
8767;Athens School of Fine Arts;;5133;6355;11232;6033
8767;Applied Science University of Bahrain;;1396;13355;4510;6033
8767;Baltimore City Community College;;13810;5228;11401;6033
8767;Bethany Lutheran College;;8081;5542;11401;6033
8767;Chaoyang Teachers College / 朝阳师范高等专科学校;;11126;5374;11401;6033
8767;State Higher Vocational School in Biala Podlaska / Państwowa Szkoła Wyższa Papieża J.P II w Białej Podlaskiej;;4488;11392;6537;6033
8767;Ravenshaw University;;14531;11340;5436;6033
8767;Rajanagarindra Rajabhat University;;4394;10546;7850;6033
8781;Passaic County Community College;;10304;5419;11401;6033
8781;Universidad Nacional Experimental Politécnica;;7568;12011;5129;6033
8781;Howard Payne University;;9720;5450;11401;6033
8781;Hangzhou Vocational & Technical College / 杭州职业技术学院;;27410;3879;11401;6033
8781;Islamic Azad University Tafresh;;20242;13860;10180;4908
8781;JieYang Vocational & Technical College / 揭阳职业技术学院;;12055;5333;11401;6033
8787;John Tyler Community College;;8281;5556;11401;6033
8787;Royal Academy of Music and Dance / Koninklijk Conservatorium Den Haag;;11996;5347;11401;6033
8787;Union College Barbourville KY;;11158;5392;11401;6033
8787;Chongqing Aerospace Polytechnic / 重庆航天职业技术学院;;14865;5179;11401;6033
8791;Belarusian State Agricultural Academy / Белорусская государственная сельскохозяйственная академия;;3914;11611;6387;6033
8791;Cangzhou Technical College / 沧州职业技术学院;;14767;5192;11401;6033
8791;Hebi Polytechnic / 鹤壁职业技术学院;;13828;5260;11401;6033
8791;Hope International University;;9933;5466;11401;6033
8791;Hunan Urban Construction College / 湖南城建职业技术学院;;9372;5504;11401;6033
8791;Jiangyin Polytechnic College / 江阴职业技术学院;;3965;5951;11401;6033
8791;Usman Institute of Technology Hamdard University;;19030;8913;8539;6033
8791;REVA University;;12120;12197;4406;6033
8791;Xiamen Ocean Vocational College / 厦门海洋职业技术学院;;10802;5415;11401;6033
8800;Silicon Lake College / 硅湖职业技术学院;;9399;5507;11401;6033
8800;Xiamen Xingcai Polytechnic / 厦门兴才学院;;11428;5393;11401;6033
8800;Zhoukou Vocational and Technical College / 周口职业技术学院;;12254;5361;11401;6033
8800;Tokyo Healthcare University / 東京医療保健大学;;9051;10676;7114;6033
8800;Universitas Internasional Batam;;7132;5649;11401;6033
8800;Ankara Sosyal Bilimler University;;7899;13050;3544;6033
8800;Centralia College;;12482;5348;11401;6033
8800;Fuzhou University of International Studies and Trade / 福州外语外贸学院;;8598;5561;11401;6033
8800;Indira Gandhi National Tribal University;;13132;12999;3095;6033
8800;Instituto Universitario de Tecnología Agro-Industrial;;15924;5139;11401;6033
8800;Navajo Technical University;;11072;9926;7993;6033
8800;Nanchong Vocational & Technical College / 南充职业技术学院;;10142;5462;11401;6033
8812;Liaoning Finance and Trade College / 辽宁财贸学院;;14649;5223;11401;6033
8812;MAHSA University;;22299;11992;3431;6033
8812;Rock Valley College;;10273;5471;11401;6033
8812;Alice Salomon Hochschule Berlin;;9059;5541;11401;6033
8812;Jan Matejko Academy of Fine Arts in Cracow / Akademia Sztuk Pięknych Jana Matejki w Krakowie;;4258;5928;11401;6033
8812;Polytechnic College in Jihlava / Vysoká Škola Polytechnická Jihlava;;4608;11306;6757;6033
8812;Shandong Transport Vocational College / 山东交通职业学院;;10453;5452;11401;6033
8812;Tezukayama University / 帝塚山大学;;5550;7765;10542;6033
8812;Hochschule Schmalkalden;;6844;5687;11401;6033
8812;Instituto Nacional de Ciencias Agrícolas;;7733;17835;3908;5288
8812;Institution de la Recherche et de l'Enseignement Supérieur Agricoles;;6141;13179;3633;6033
8812;Jilin Technology College of Electronic Information / 吉林电子信息职业技术学院;;9977;5486;11401;6033
8824;Henan Polytechnic / 河南职业技术学院;;9962;5501;11401;6033
8824;Universitas Khairun;;1287;12261;6285;6033
8824;Monroe County Community College;;8125;6162;11232;6033
8824;Nanchang University College of Science & Technology / 南昌大学科学技术学院;;11301;5414;11401;6033
8824;Olivet College;;8629;5581;11401;6033
8824;Piedmont Technical College;;9220;6108;11232;6033
8824;Calhoun Community College;;13983;5278;11401;6033
8824;Taft College;;10185;5480;11401;6033
8832;Shandong College of Tourism & Hospitality / 山东旅游职业学院;;14576;5251;11401;6033
8832;Southwestern Oregon Community College;;11425;5421;11401;6033
8832;(1) Shaoxing Vocational & Technical College / 绍兴职业技术学院;;6751;5716;11401;6033
8832;University of Cincinnati Blue Ash College (Raymond Walters College);;12647;5365;11401;6033
8832;(1) Fujian Polytechnic of Information Technology / 福建信息职业技术学院;;13637;5296;11401;6033
8832;Northwestern Oklahoma State University;;11329;5428;11401;6033
8832;Hubei Engineering University (Xiaogan University) / 湖北工程学院;;8160;5620;11401;6033
8832;Jiangxi V&T College of Communications / 江西交通职业技术学院;;13761;5291;11401;6033
8832;Vista College TX NM;;18604;5004;11401;6033
8832;Visayas State University;;7484;13945;6844;5580
8832;Walters State Community College;;8372;7106;10786;6033
8843;Xianyang Vocational Technical College / 咸阳职业技术学院;;9278;5565;11401;6033
8843;Filmakademie Baden Wurttemberg;;13472;5318;11401;6033
8843;IPSA École d'ingénieurs en aéronautique et spatial;;11483;10094;7790;6033
8843;Jiangsu Jiankang Vocational College / 江苏建康职业学院;;11247;5442;11401;6033
8843;Universidad de la Cuenca del Plata;;16263;13448;11096;4768
8843;Australian Film Television and Radio School;;12852;5360;11401;6033
8843;Anqing Normal University/ 安庆师范学院;;6588;8886;9633;6033
8850;Bennett University;;460;14124;4101;6033
8850;Chuzhou Vocational & Technical College / 滁州职业技术学院;;8863;5598;11401;6033
8850;(1) Chongqing City Management College / 重庆城市管理职业学院;;13637;5321;11401;6033
8850;Chippewa Valley Technical College;;11846;5420;11401;6033
8850;Gogte Institute of Technology;;12242;11843;5053;6033
8850;Henan Institute of Technology / 河南机电高等专科学校;;27410;3947;11401;6033
8850;Zhixing College of Hubei University / 湖北大学知行学院;;6279;5770;11401;6033
8850;Islamic Azad University Ahvaz;;5888;13088;3896;6033
8850;Shandong Xiandai University /山东现代学院;;13917;5297;11401;6033
8850;Health Studies Zagreb / Zdravstveno veleučilište Zagreb;;6007;15068;5518;5580
8850;University of Banking of the National Bank of Ukraine Kyiv / Університет банківської справи Національного банку України;;4692;12701;4719;6033
8861;Universidad Cesar Vallejo;;1153;9470;11401;5580
8861;Concordia College New York;;15007;5254;11401;6033
8861;Escola Superior de Enfermagem do Porto;;11996;15918;3669;5580
8861;Olds College;;15851;5715;11232;6033
8861;Dr Panjabrao Deshmukh Krishi Vidyapeeth Akola;;12165;10883;6613;6033
8861;University North / Sveučilište Sjever;;3882;12847;4686;6033
8861;Ventspils University College / Ventspils Augstskola;;8749;9537;8729;6033
8861;Xianning Vocational Technical College / 咸宁职业技术学院;;11285;5454;11401;6033
8861;Xingyi Normal University for Nationalities / 兴义民族师范学院;;10414;5521;11401;6033
8870;Ural State Academy Of Transport / Уральский Государственный;;;;;
8870;Colegio Mexiquense;;6531;11789;5806;6033
8870;(3) University of Minnesota Crookston;;7132;16088;6656;5288
8870;École Supérieure de Commerce Clermont;;16457;9427;8241;6033
8870;(1) Guangdong Songshan Polytechnic College / 广东松山职业技术学院;;8915;5616;11401;6033
8870;Kazakh Leading Academy of Architecture and Civil Engineering / Казахская головная архитектурно-строительная академия давние традиции;;8698;5630;11401;6033
8870;National Defence University Carol I;;10094;10842;6892;6033
8870;Nanjing Institute of Railway Technology / 南铁院-南京铁道职业技术学院;;11663;5448;11401;6033
8878;University of Malayer;;6007;13044;3971;6033
8878;Prince Sultan Military College of Health Sciences;;14280;11559;5350;6033
8878;Rajiv Gandhi University of Knowledge Technologies;;19084;11065;5522;6033
8878;Guilin University of Aerospace Technology / 桂林航天工业高等专科学校;;8691;7842;10392;6033
8878;Kanda University of International Studies / 神田外語大学;;8240;5663;11401;6033
8878;Universitas Pesantren Darululum UNIPDU Jombang;;7067;10527;7703;6033
8878;Universitas Stikubank UNISBANK Semarang;;3043;13409;4077;6033
8878;Universidad Tecnológica de México;;8406;7862;10392;6033
8878;Huanghe Jiaotong University / 黄河交通学院;;14327;5302;11401;6033
8878;Shaanxi College of Communication Technology / 陕西交通职业技术学院;;10179;5546;11401;6033
8878;Shandong College of Traditional Chinese Medicine / 山东中医药高等专科学校;;8863;5629;11401;6033
8889;Siddaganga Institute of Technology;;12336;12489;4134;6033
8889;Taras Shevchenko Transnistria State University / Приднестровский государственный университет Т Г Шевченко;;3615;9538;9325;6033
8889;Hubei Light Industry Technology Institute / 湖北轻工职业技术学院;;11285;5493;11401;6033
8889;Kansas City Kansas Community College;;9347;5613;11401;6033
8889;École d’Ingénieurs de Purpan INP Purpan (comUE Université de Toulouse);;8210;12202;5003;6033
8889;Rochester College;;8347;5662;11401;6033
8889;Escuela de Medicina San Juan Bautista;;19089;11505;11401;4908
8889;Chengdu Agricultural College / 成都农业科技职业学院;;4843;5958;11401;6033
8889;College of New Caledonia;;10495;5539;11401;6033
8889;Fergusson College Pune;;12120;11793;5231;6033
8889;Zhejiang Financial College / 浙江金融职业学院;;10976;5522;11401;6033
8900;Universidad Internacional SEK Autónoma;;12796;15423;9612;4908
8900;Wesleyan College;;10463;5551;11401;6033
8900;Royal College of Physicians of Ireland;;16343;8011;11401;5580
8900;University of the Immaculate Conception;;1940;9132;10053;6033
8900;Guangdong Construction Polytechnic / 广东建设职业技术学院;;10590;5537;11401;6033
8900;Indian Hills Community College;;12345;5441;11401;6033
8900;(1) Jiangxi College of Applied Technology / 江西应用技术职业学院;;8996;5640;11401;6033
8900;Khorramshahr University of Marine Science & Technology;;16807;11464;5240;6033
8900;Chaitanya Bharathi Institute of Technology;;10071;11794;5450;6033
8900;Chongqing Industry Polytechnic College / 重庆工业职业技术学院;;19128;5032;11401;6033
8910;Anhui Vocational College of Police Officers / 安徽警官职业学院;;10142;5594;11401;6033
8910;Miramar College San Diego;;6700;5806;11401;6033
8910;Suqian College / 宿迁学院;;9409;5627;11401;6033
8910;Tompkins Cortland Community College;;10159;5583;11401;6033
8910;Dhamar University / Thamar University;;17915;25313;5905;3556
8910;Université de Guyane;;8098;15113;9258;5064
8910;LOI Distance Education;;15265;5285;11401;6033
8910;Ningbo City College of Vocational Technology / 宁波城市职业技术学院;;14709;5314;11401;6033
8910;Saintgits Colleges;;12189;11436;5829;6033
8910;Hawkeye Community College;;9637;5614;11401;6033
8910;Heritage University;;10834;5547;11401;6033
8921;Bakırçay Üniversitesi;;14234;9724;8157;6033
8921;Bandırma Onyedi Eylül Üniversitesi;;6370;13160;3862;6033
8921;Baptist College of Health Sciences;;17013;8695;9195;6033
8921;Les Roches Bluche Swiss Hotel Management School;;14752;5328;11401;6033
8921;Macromedia Hochschule der Medien München;;8678;5694;11401;6033
8921;Primeasia University;;10529;14148;8729;5288
8927;Lehigh Carbon Community College;;12436;5474;11401;6033
8927;Hochschule für Musik Franz Liszt Weimar;;4926;6003;11401;6033
8927;Belarusian Trade and Economics University of Consumer Cooperatives / Белорусский торгово-экономический университет потребительской кооперации;;4660;12384;5341;6033
8927;Manipal University Jaipur;;14512;12663;3718;6033
8927;Kyushu International University / 九州国際大学;;9177;9275;9129;6033
8927;Kenya Medical Training College;;5492;8824;11401;5580
8927;Wallace State Community College Hanceville;;9138;5665;11401;6033
8927;Wawasan Open University;;9767;11494;6036;6033
8927;(1) Bitlis Eren University / Bitlis Eren Üniversitesi;;9900;12405;4631;6033
8927;Centro Universitário Claretiano;;6187;11245;6818;6033
8927;College of Saint Mary Omaha;;12782;5444;11401;6033
8938;American University of the Caribbean;;20067;7733;11401;5580
8938;Dr Bhim Rao Ambedkar Open University;;20808;7505;10027;6033
8938;Community College of Vermont;;8333;6304;11232;6033
8938;Centro Universitário Nossa Senhora do Patrocínio CEUNSP;;16202;10815;9975;5580
8938;Shanghai Donghai Vocational & Technical College (East-Sea University) / 上海东海职业技术学院;;9300;5672;11401;6033
8938;Flame University;;11709;10248;7727;6033
8938;Guangxi Polytechnic of Construction / 广西建设职业技术学院;;12914;5457;11401;6033
8938;Pima Medical Institute;;10382;5609;11401;6033
8938;Politeknik Negeri Samarinda;;6700;10525;7860;6033
8938;Rayalaseema University;;15441;12653;11401;4768
8938;Universidad Politécnica de Guanajuato;;10706;17333;6471;5064
8949;Universidad Técnica Estatal de Quevedo;;874;13560;11401;4908
8949;Centre d'Études Internationales de la Propriété Industrielle Strasbourg;;10185;9789;8466;6033
8949;Shoolini University of Biotechnology and Management Sciences;;12756;13657;2413;6033
8949;Iceland Academy of the Arts / Listaháskóli Íslands;;2013;6479;11401;6033
8949;Mashreq University;;1623;10781;8426;6033
8954;Montserrat College of Art;;11340;6134;11232;6033
8954;Sandhills Community College;;9378;5692;11401;6033
8954;AWI International Education Group;;19308;5079;11401;6033
8954;(1) Handan Polytechnic College / 邯郸职业技术学院;;16169;5283;11401;6033
8954;Jiangmen Polytechnic / 江门职业技术学院;;9507;5675;11401;6033
8954;Hunan Automobile Engineering Professional College / 湖南汽车工程职业学院;;8195;5754;11401;6033
8954;Tianjin Transportation Vocational College / 天津交通职业学院;;8870;5713;11401;6033
8961;Sekolah Tinggi Teknologi STT Garut;;6093;11726;6181;6033
8961;Texas Tech University System;;12722;5500;11401;6033
8961;Japan Women's College of Physical Education / 日本女子体育大学;;11546;9644;8550;6033
8961;Pabna University of Science & Technology;;2437;11917;6616;6033
8961;Changjiang Institute of Technology / 长江工程职业技术学院;;15647;5312;11401;6033
8961;Veer Bahadur Singh Purvanchal University;;15985;9877;7879;6033
8961;Al Yamamah University;;14019;12248;4485;6033
8961;(1) Zhengzhou Normal University / 郑州师范学院;;27567;3930;11401;6033
8969;Grupo Educacional Opet;;11329;5593;11401;6033
8969;Pryazovskyi State Technical University / Приазовський державний технічний університет;;3640;10754;11401;5288
8969;Sichuan Electromechanical Institute of Vocation and Technology / 四川机电职业技术学院;;9059;5730;11401;6033
8969;Catholic University of Croatia Zagreb / Hrvatsko katoličko Sveučilište Zagreb;;6231;13625;3243;6033
8969;Jingchu University of Technology / 荆楚理工学院;;12149;5545;11401;6033
8969;Academy of Fine Arts in Gdansk / Akademia Sztuk Pięknych w Gdańsku;;6844;7878;10542;6033
8969;Bluefield College;;9307;5711;11401;6033
8976;(1) Suzhou Art & Design Technology Institute / 苏州工艺美术职业技术学院;;11944;5566;11401;6033
8976;Universitas Pakuan UNPAK Bogor;;4692;12727;4905;6033
8976;Wakkanai Hokusei Gakuen University / 稚内北星学園大学;;6954;5878;11401;6033
8976;Minneapolis Community and Technical College;;11944;5576;11401;6033
8976;Guangzhou Open University / 广州市广播电视大学;;11520;5602;11401;6033
8976;Rocky Mountain College of Art + Design;;18798;5143;11401;6033
8982;Los Medanos Community College;;5330;6044;11401;6033
8982;Odessa State Environmental University / Одеський державний екологічний університет;;5525;13768;3160;6033
8982;University of Seychelles;;15542;15500;6812;5288
8982;Western Galilee College;;10170;12129;5087;6033
8982;Xianda College of Economics & Humanities Shanghai International Studies University / 上海外国语大学贤达经济人文学院;;6751;5900;11401;6033
8982;Anqing Vocational & Technical College / 安庆职业技术学院;;16670;5287;11401;6033
8982;Fayetteville Technical Community College;;10159;5685;11401;6033
8982;Healh Sciences University Istanbul;;7438;14168;2338;6033
8982;Fisher College;;11216;5621;11401;6033
8982;Forsyth Technical Community College;;14212;5435;11401;6033
8982;Galgotias College of Engineering and Technology;;17696;13456;2255;6033
8982;Janaceck Academy of Music and Dramatic Arts Brno / Janáčkova Akademie Múzických Umění;;2710;6394;11401;6033
8982;Joshibi University of Art and Design / 女子美術大学;;10350;5676;11401;6033
8995;IILM Institute for Higher Education;;12943;8089;10153;6033
8995;Inner Mongolia University of Finance & Economics / 内蒙古财经大学;;6987;5894;11401;6033
8995;William Jessup University;;10590;5669;11401;6033
8995;Kerala University of Fisheries and Ocean Studies;;15753;11915;4867;6033
8995;Anhui Business Vocational College / 安徽工商职业学院;;12203;5582;11401;6033
8995;École Normale Supérieure de Kouba;;1355;15826;8359;5288
8995;Moscow State Pedagogical Institute ME Evseveva / Мордовский государственный педагогический институт М Е Евсевьева;;5081;9525;9286;6033
8995;Shangrao Vocational & Technical College / 上饶职业技术学院;;17048;5277;11401;6033
8995;Technische Hochschule Rosenheim;;6954;5907;11401;6033
9004;South Eastern University of Sri Lanka;;1790;13009;5345;6033
9004;Shaanxi Railway Institute / 陕西铁路工程职业技术学院;;9025;5785;11401;6033
9004;Hanshin University / 한신대학교;;7568;7399;10786;6033
9004;İbn Haldun Üniversitesi;;6118;14590;1991;6033
9004;Oslo National Academy of the Arts / Kunsthøgskolen i Oslo;;8935;5779;11401;6033
9004;Universidade Nilton Lins;;19238;16269;11401;4140
9004;Universitas 17 Agustus 1945 UNTAG Samarinda;;4594;10736;7937;6033
9004;Valaya Alongkorn Rajabhat University;;2493;10665;8433;6033
9004;Wiley College;;9742;6921;10987;6033
9004;Luzerne County Community College;;9268;5764;11401;6033
9004;National Institute of Technology Uttarakhand;;14944;13016;3277;6033
9015;Johnson University (Johnson Bible College);;14115;6040;11232;6033
9015;Accademia di Belle Arti di Brera;;6700;5948;11401;6033
9015;Shandong Foreign Trade Vocational College / 山东外贸职业学院;;14865;5425;11401;6033
9018;Syrian Virtual University;;773;11457;8085;6033
9018;Talladega College;;9162;5795;11401;6033
9018;Alamance Community College;;10718;5695;11401;6033
9018;North Hennepin Community College;;13882;5498;11401;6033
9018;Highland Community College Northeast Kansas;;10733;5701;11401;6033
9018;Inver Hills Community College;;8436;5830;11401;6033
9018;Katholische Hochschule Nordrhein-Westfalen;;7832;7251;10875;6033
9018;Karkonosze Collegium in Jelenia Góra / Karkonoska Państwowa Szkoła Wyższa w Jeleniej Górze;;8436;8385;10180;6033
9026;Hubei Water Resources Technical College / 湖北水利水电职业技术学院;;17213;5303;11401;6033
9026;Jiyuan Vocational & Technical College / 济源职业技术学院;;8363;5845;11401;6033
9026;Sichuan Vocational College of Chemical Technology / 四川化工职业技术学院;;9520;5786;11401;6033
9026;Sichuan College of Traditional Chinese Medicine / 四川中医药高等专科学校;;12345;5611;11401;6033
9026;Crowder College;;10094;5741;11401;6033
9026;Universitas Majalengka;;8541;10845;7360;6033
9032;Shanghai Vocational College of Agriculture and Forestry / 上海农林职业技术学院;;9040;5817;11401;6033
9032;Lincoln Land Community College;;7025;5957;11401;6033
9032;Gwinnett Technical College;;9852;5767;11401;6033
9032;Tokyo Kasei Gakuin University / 東京家政学院大学;;12414;8502;11401;5580
9032;Kentucky Wesleyan College;;12833;5596;11401;6033
9032;Alexandru Ioan Cuza Police Academy;;15091;10034;7908;6033
9038;Batchelor Institute of Indigenous Tertiary Education;;12007;10979;6855;6033
9038;University of Western States (Western States Chiropractic College);;8031;7428;10786;6033
9038;Xinjiang Vocational University / 新疆职业大学;;19176;5188;11401;6033
9038;South Suburban College;;7169;5959;11401;6033
9038;Shaanxi Industrial Technology / 陕西国防工业职业技术学院;;5492;6110;11401;6033
9038;Hebei Institute of Mechinery Electricity / 河北机电职业技术学院;;12587;5628;11401;6033
9044;University Eqrem Çabej Gjirokaster / Universiteti Eqerem Çabej;;18029;16946;7822;4908
9044;Lagos Business School Pan Atlantic University;;14055;9509;8659;6033
9044;Madras Christian College;;15808;11668;5387;6033
9044;Chongqing Three Gorges University / 重庆三峡学院;;9493;5811;11401;6033
9044;(3) Chengdu Institute Sichuan International Studies University / 四川外国语大学成都学院;;19690;5170;11401;6033
9044;Shandong Labor Vocational & Technical College / 山东劳动职业技术学院;;13289;5589;11401;6033
9044;Universidad Católica de Salta;;4035;9176;11401;5580
9044;Universidad APEC;;938;9901;9831;6033
9052;Stamford International University Thailand;;11329;8332;10121;6033
9052;Universitas Muslim Indonesia Makassar;;5984;11971;6021;6033
9052;Nashville State Community College;;7169;5982;11401;6033
9052;Perm State Agricultural Academy / Пермская Государственная Сельскохозяйственная Академия д Н Прянишникова;;8800;9552;9047;6033
9052;Carnegie Mellon University in Qatar;;7568;12557;4941;6033
9052;Qiannan Medical College for Nationalities / 黔南民族医学高等专科学校;;13347;5607;11401;6033
9052;University of Gadarif;;454;18369;5728;5288
9052;Universidade do Planalto Catarinense UNIPLAC;;5715;16556;6552;5288
9052;Universitas PGRI Yogyakarta UPY Bantul;;1849;11552;7571;6033
9052;(3) China University of Mining and Technology Yinchuan College / 中国矿业大学银川学院;;14019;5548;11401;6033
9062;Begum Rokeya University Rangpur;;21701;11124;9359;5580
9062;Fujian Commercial College / 福建商学院;;8509;5901;11401;6033
9062;Federal University Otuoke Bayelsa;;16960;11528;5487;6033
9062;Quanzhou Huaguang Vocational College / 泉州华光职业学院;;6811;6026;11401;6033
9062;Tainan National University of the Arts;;3399;6411;11401;6033
9062;Pädagogische Hochschule Oberösterreich;;6405;9725;9071;6033
9068;National Academy of Education Administration / 国家教育行政学院;;25102;4764;11401;6033
9068;Parker University (College of Chiropractic);;704;7100;11401;6033
9068;Quadriga Hochschule Berlin;;14197;10269;7747;6033
9068;Southern University College;;7438;5990;11401;6033
9068;Corning Community College;;9177;5864;11401;6033
9068;ESERP Business School Escuela Superior Fundación Universitaria;;13637;10864;6933;6033
9068;Hubei Land Resources College / 湖北国土资源职业学院;;12967;5642;11401;6033
9068;Hebei Radio and TV University / 河北广播电视大学;;9268;5868;11401;6033
9068;Jiangxi Vocational & Technical College of Information Application / 江西信息应用职业技术学院;;7918;5946;11401;6033
9068;Kankakee Community College;;7816;5949;11401;6033
9068;Universitas PGRI Palembang;;4560;11636;6787;6033
9068;(4) Windsor University School of Medicine;;19575;9355;8369;6033
9080;Universidad Incca de Colombia;;11877;12588;8678;5580
9080;Christendom College;;10094;5814;11401;6033
9080;Monash College;;16106;9788;8214;6033
9080;Mangosuthu University of Technology (Technikon);;13107;12377;4704;6033
9080;Guangdong Polytechnic Institute / 广东理工职业学院;;10632;5797;11401;6033
9080;Grande Prairie Regional College;;6118;6112;11401;6033
9080;Jinan Vocational College / 济南职业学院;;11358;5745;11401;6033
9080;Kitakyushu National College of Technology / 北九州工業高等専門学校;;9673;11548;11401;5064
9080;(1) Kismayo University;;17462;5357;11401;6033
9089;Meizhouwan Vocational Technology College / 湄洲湾职业技术学院;;8125;5964;11401;6033
9089;Gaidar Institute for Economic Policy (Institute for the Economy in Transition) / Институт экономической политики Е Т Гайдара (Институт Гайдара);;6043;6123;11401;6033
9089;Jiangxi College of Traditional Chinese Medicine / 江西中医药高等专科学校;;12095;5721;11401;6033
9089;Agora University;;7948;9536;9174;6033
9089;Minnesota State Community and Technical College;;7205;6039;11401;6033
9089;Pacific Oaks College;;13146;7294;10718;6033
9095;Heze Medical College / 菏泽医学专科学校;;12064;5725;11401;6033
